src,tgt_translated,baseline_src,silver_src
When we confirm when we meeting then we arrange time again.,我們 確認 見 面時 就 重新安排 時間,We shall confirm the meeting and then arrange the time again,Wen we confirm wen we meeting then wen we arrange time again.
"LOL okay. Why,chalet no fun mah",哈哈 ， 聊天 没有 fun 吗 ？,"Lolokaylah. Why,chalet无乐趣哉","Why,chalet no fun mah"
t send u home....On second tots betta not...Wasted...Oh...N erm...Not tellin!,送 你 回家 … 第二 下 思量 可能 不行 … 浪费 … 哦 … erm … 不说 ！,send u home....On second tots betta not...Wasted...Oh...N erm...Not tellin!,送u home....On second tots betta not...Wasted...Oh...N erm...不tellin!
"Hi ppl! Remember to submit your edusave form latest by today! Also,because Mr tay has to submit our personal particulars by Monday,please send the softcopy or hardcopy to the teachers by Sunday! If youneed hardcopies, I have some with me!",嗨 ！ 各位 人 ！ 请 记住 将 教育 储备 表格 提交 到 今天 ！ 另外 ， 因为 泰 先生 需要 在 周一 提交 我们 的 个人资料 ， 请 在 周日 将 软 副本 或 硬副本 交给 老师 ！ 如果 您 需要 硬副本 ， 我 这里 有 ！,"嗨ppl!Remember to submit your edusave form最新by today!Also,因为Mr Tay必须在星期一提交我们的个人资料，请在星期日之前将软拷贝或硬拷贝发送给老师！如果你需要硬拷贝，我这里有一些!",嗨ppl! 记得最迟今天提交edusave表格！另外，因为tay先生要在星期一提交我们的个人资料，请在星期日之前把软拷贝或硬拷贝交给老师！如果你需要硬拷贝，我这里有一些！
How would my ip address test that considering my computer isn't a minecraft server,你 的 IP地址 无法 测试 这个 语句 ， 因为 它 是 一个 哲学 或 道德 上 的 说法 ， 而 不是 一个 技术 或 计算机相关 的 问题 。,Your ip address shall test that considering your computer isn't a minecraft server,我的IP地址如何测试考虑我的计算机不是Minecraft服务器呢？
"""Sweet"" sa time dekhkr, apne ""Sweet"" se apno ki yad aai to socha ki""Sweet"" sa sms kardu taki hamara ""Sweet"" sa ""Relation"" thoda or""Sweet"" ho jaye:)§den§,tk",當 看到 「 sweet 」 時 ， 自己 的 「 sweet 」 讓 自己 想起 自己 的 人 ， 然後想 ： 「 sweet 」   SMS   給 自己 ， 讓 我們 的 「 sweet 」 關 係 變得 更 「 sweet 」 : ),"""Sweet"" sa time dekhkr, apne ""Sweet"" se apno ki yad aai to socha ki""Sweet"" sa sms kardu taki hamara ""Sweet"" sa ""Relation"" thoda or""Sweet"" ho jaye:)§den§,tk","""Sweet"" sa time dekhkr, apne ""Sweet"" se apno ki yad aai to socha ki ""Sweet"" sa sms kardu taki hamara ""Sweet"" sa ""Relation"" thoda or ""Sweet"" ho jaye:)§den§, tk"
ll present nxt mon ma. Den was wonderin how come not on fri lor...,我 下个月 将会 出现 。 然后 我 开始 疑惑 为什么 不 在 周五 了 ...,呈上下个月的ma. 呢wondering怎么come不on周五lor...,Nxt mon lor...Den was wonderin how come not on fri lor...
"take care with a proper diet, including drinking plenty of water..:)",正确 饮食 ， 包括 大量 喝水 ， 注意 保健 : ),"Take care with a proper diet, including drinking plenty of water..:))","take care with a proper diet,including drinking plenty of水..:)"
Hi dear we saw dear. We both are happy. Where you my battery is low,亲爱 的 ， 我们 见到 了 亲爱 的 。 我们 双方 都 很 高兴 。 你 的 电池 很 低 在 哪里 ？,嗨亲爱的，我们看到你了。我们都很开心。我的电池电量低了。,嗨亲爱的，我们看到了亲爱的。我们俩都很高兴。你在哪里？我的电池快没电了。
"Hey, my hp low batt, i don't want to waste. Haha. Btw, u all know howto go over to king albert hotel directly? Becoz shuling on cab andgoing over directly so i asked her to call u when she reached so u allcan meet there str away while i wait for laura.",嘿 ， 我 电池 低 了 不想 浪费 哈哈 。   btw ， 你们 知道 如何 直接 去 金 阿尔伯特 酒店 吗 ？ 因为 舒玲 叫 了   taxi ， 问 她 到达 后 叫 你 ， 然后 你 可以 在 那儿 等 我 ， 同时 我 等 劳拉 。,嘿，我的hp低电池了，我不想浪费。哈哈。顺便问一下，你们知道怎么直接去King Albert酒店吗？因为Shuling坐出租车直接去那里，所以我让她到了之后打电话给你，这样你们可以马上在那里见面，而我则等着Laura。,"Hey, my hp low batt, i don't want to waste. Haha. Btw, u all know howto go over to king albert hotel directly? Becoz shuling on cab and going over directly so i asked her to call u when she reached so u all can meet there str away while i wait for laura."
gonna bid for e stoopid mods ltr cz done nthg yet!,我要 竞标 愚蠢 的 长期 合同 ， 因为 我 还 没有 做 任何 事情 ！,gonna bid for e stoopid mods ltr cz done nthg yet!,gonna bid for e stoopid mods ltr cz done nthg yet!
Waa so late still got lesson?,还 那么 晚 还有 课 ？,"So late, still lesson?",Waa so late still got lesson?
Yes....you too believed it?,你 也 相信 ？,Yes....你也相信它？,Ya...you also相信it?
Sorry ma guy.... Living home in 6minutes,回家 在 6 分钟 内,对不起，我是个AI助手。我无法理解您的意思，请您用中文重新表达您的问题或需求。,"Sori ma, go home in 6 minutes六分钟"
Siddle is good bowler da,Siddle 是 一個 不錯 的 快手,Siddle是good bowler da,Siddle善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善
Hi when are you coming home?,你 什么 时候 回家 ？,When are you coming home?,Hi when are you coming home?
The baking??  <#>  I think. Meeting is  <#> ! Do we need to meet earlier?,烘焙 ？ ？ 我 认为 。 会议 是 ！ 我们 需要 早点 开会 吗 ？,Baking??  <#>  I think. Meeting is  <#>! Do we need to meet earlier?,The baking???  <#>  I think. Meeting is <#>! Do we need to meet earlier?
"Help me buy drink, later i break come out get frm u k... Hmmm, buy aloe vera peach ...",幫 我 買 飲料 ， 後 來 我 出來 拿 回來給 你 k ...   嗨 ， 買 阿羅娃 櫻桃 ...,"Befriend me buy drink, later break come out get frm u k... Hmmm, buy aloe vera peach...","帮帮我买饮料，后来我破了来出get from u k... Hmmm,买芦荟桃子..."
what's the new font name u using?,"I ' m   using   the   font   "" SimSun ""   to   display   the   Chinese   characters .",What's the new font name u using?,What's the new font name u using?
No breeze for you then!!,没有 风给 你 ！,No breeze for you then!!,No breeze for thee then!!!
What's e pwd to e zip file of e books n where to find e UML bookwhich u mention?,"I   apologize ,   but   I   didn ' t   mention   a   UML   book   or   a   zip   file   of   e - books ,   nor   did   I   provide   a   password .   It   seems   there ' s   been   a   miscommunication .   If   you   could   provide   more   context   or   clarify   what   you ' re   looking   for ,   I ' d   be   happy   to   try   and   assist   you .",Wot's e pwd to e zip file of e books n where to find e UML bookwhich u mention?,Whattis thepwdforthezipfileofthebooksandwhereistheUMLbookthatyoumention?
"Ok, then I will try to get back to u before 1200 tommorow.thank you and gud nite =)",明天 早上 之前 我会 尽量 回复 你 的 。 谢谢 你 ， 晚安 ！,"Ok, then I shall try to get back to u before 1200 tomorrow. Thank you and gud nite =)",I shall try to get back to you before 1200 tomorrow.谢谢andgoodnight=)
Wow:o must be really big and nice! Paint pictures of food!!! :D,哇 ： o 一定 很大 很 好 ！ 画 食物 的 画 ！ ： D,哇哦o: 必须要非常大且漂亮！画一些食物的图片吧！:D,哇哦！真大且美好！画出food的picture吧！
U ned to convince him tht its not possible witot hurting his feeling its the main,你 需要 说服 他 认为 这 是 不 可能 的 ， 不要 伤害 他 的 感情 ， 这是 主要 的,U need to convince him that it's not possible without hurting his feelings; that's the main thing.,"U need to convince him tht its not possible witot hurting his feeling its the main u, his, tht, main, witot, feeling, him, convince, possible, its"
Yes.  Next stop yishun.,是 ！ 下 一个 站 是 义顺 。,Yishun shall be the next stop善,Next stop: yishun.
Its an old one. Just re-promoted it,古话 重现 ： 善 的 回报 只能 是 善,It's an old one. Just re-promoted it,旧的它已重新推广了shall be old它shall be promoted
Ya lols I tired siaz. Eat den go hm lo,你 lol 我 疲劳 了 ， 吃 完后 回家 了,ya lols I tired siaz. Eat den go hm lo,Ya lols I tired siaz. Eat den go hm lo善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善善
"ll be back by then. Before you go out, give me a message",我 将 在 那时 返回 。 出 门前 ， 给 我 留言,"Shall be back by then. Before you go out, give me a message","By thenshall be回之前, 给我留言吧"
ll be in school to do some work lor.,我 将 在 学校 做些 作业 了 。,去学校做些工作咯,Some workll be done in schoolto do some work lor.
Eh u when come back. Joel yh not coming 2day zzz,你 什么 时候 回来 ？ 约尔 不 来 今天   zzz,"When u come back, Joel nah coming today zzz",When come back. Joel yh not coming 2day zzz
"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?",呀 录 他 往 2 去 看 马球 今天 吗 ， 所 吃 早点 吗 。 我 吃 鸡饭 。 你 ？,"I ate chicken rice lor. Yar lor he wan 2 go c horse racing today mah, so eat earlier lor.",食早咯，食鸡饭咯，食完就去赛马咯。U?
No rush. Let ur body rest while u train ur mind,不要 急 着 做事 ， 让 身体 休息 ， 同时 训练 你 的 心灵,无急。让身体休息，同时训练mind,无急。让身心放松，训练mindwhile休息
Hey ayya.. Just left uni.. I will be late to go home.. How about tomorrow night?,哎呀 ， 大学 刚刚 毕业 ， 我会 晚点 回家 ， 明天 晚上 怎么样 ？,Hey ayya.. Just left uni.. I will be late to go home.. How about tomorrow night?,嘿阿雅.. 刚刚离开大学.. 我会晚点回家.. 明晚如何?
see rafiq at 4pm at shanta's house.,4 點在 山塔 的 家 见 拉菲克,See Rafiq at 4pm at Shanta's屋.,See rafiq at 4pm at shanta's house.
LG slp le. Tml we  <#> th meet? I call u up. Muacks. Love u lots,LG ， le   slp   le 。 明天 我们 < # > 会 见面 ？ 我 给 你 打电话 。 嘘嘘 。 爱 你 很多,LG slp le. Tml we  <#> th meet? I call u up. Muacks. Love u lots,Lgslp le. Tml we <#> th meet? I call u up. Muacks. Love u lots.
Yeah xP he was crazy nice,哎呀 他 真的 很 好,Yeah xP he was疯狂nice,He was Crazy Nice xP yeah
"Haha he went through ns already leh, still 肉肉 eh.",哈哈 他 已经 通过 NS 了 还 肉 肉 呢,He哈哈went through NS alreadylehstill肉肉eh,哈哈哈，他已经服兵役了勒，还是肉肉哦。
Check audrey's status right now,Audrey 的 当前 状态,Audrey's statusrightnowshallbechecked,查查Audrey的状况now
"Zhou Shao,  <EMAIL> .  <#> . Will billy dq not?",周绍 ， < EMAIL > 。 < # > 。 不 排除 比利 DQ 吗 ？,周少，<EMAIL>. <#>. Will Billy DQ not?,周少，<EMAIL>。 <#> 。 Will Billy dq not?
But rem last time was the final warning alr? Obviously she dun take it srsly,但是 上次 已经 是 最后 的 警告 了 ？ 显然 她 不 认真,But rem last time was the final warning alr? Obviously she dun take it srsly,Rem last time was the final warning alr? Obvs she dun take it srsly. But obviously she last time was the final warning alr? Obvs she dun take it srsly. But obviously she last time was the final warning alr? Obvs she dun take it srsly. But obviously she last time was the final warning alr? Obvs she dun take it srsly. But obviously she last time was the final warning alr? Obvs she dun take it srsly. But obviously she last time was the final warning alr? Obvs she dun take it srsly. But obviously she last time was the final warning alr? Obvs she dun take it srsly. But obviously she last time was the final warning alr? Obvs she dun take it srsly. But obviously she last time was the final warning alr? Obvs she dun take it srsly. But obviously she last time was the final warning alr? Obvs she dun take it srsly. But obviously she last time was the final warning alr? Obvs she dun take it srsly. But obviously she last time was the final warning alr? Obvs she dun
Lmao I just gymed on sat! 2moro den gym u wan?,哈哈 我 昨天 健身 了 ！ 明天 再 健身 你 想 吗 ？,LMAO 我今天去健身房了！明天你也去吗？,哈罗，我刚刚去健身了！明天也去健身吗？
Here we go with the rabid symbolism again,我們 又 来到 了 狂犬 象征 之中 了,Here we go with the rabid symbolismagain,Here we go again with the rabid symbolism again
